,movie,sentence
5020,harry potter,leaving furious spiders car barely avoids rearing tarantula sails trees hagrid hut night land fang bolts free harry
5021,harry potter,ron exit car wearily watch turn rumble back into forest continued chamber secrets rev continued ron follow spiders
5022,harry potter,follow spiders ever gets azkaban kill hagrid mean point sending found harry know one thing hagrid never opened
5023,harry potter,chamber secrets innocent omitted thru thru hospital wing day madam pomfrey bars door frowns harry ron madam pomfrey
5024,harry potter,there point talking petrified person she hear word saying ron shifts uncomfortably ron know madam pomfrey well see
5025,harry potter,thought maybe could bit she friend see even hear mean hurt glint sympathy flickers pomfrey eyes madam pomfrey
5026,harry potter,very well quick exits boys step bed absently ron picks circular mirror lies nightstand eyes lockhart get well
5027,harry potter,card ron think lockhart could heir slytherin harry look right forget said continued chamber secrets rev continued harry
5028,harry potter,studies hermione face harry wish hermione need now ever just mirror ron hand catches late afternoon sunlight casts
5029,harry potter,jagged flame across hermione hand harry watches light dance fingers looks closer sees paper clutched corridor dusk later
5030,harry potter,harry ron duck alcove take crinkled paper see torn library book harry many fearsome beasts roam land none
5031,harry potter,deadly basilisk capable living hundreds years instant death awaits meet giant serpent eye spiders flee crowing rooster kill
5032,harry potter,looking ron this monster chamber secrets basilisk hear speak snake ron kills looking people eye why one dead
5033,harry potter,harry frowns contemplating catches ron reflection window opposite mutters softly harry because one look eye not directly least
5034,harry potter,rush colin saw camera justin justin must seen basilisk nearly headless nick nick got full blast ghost die
5035,harry potter,more continued chamber secrets rev continued harry cont hermione mirror bet anything using look round corners case came
5036,harry potter,along ron mrs norris pretty sure camera mirror harry harry water water floor night she saw basilisk reflection
5037,harry potter,scanning page crowing rooster fatal hagrid roosters killed spiders flee fits ron basilisk getting around dirty great snake
5038,harry potter,someone would seen harry hermione answered harry points scribbled hermione hand pipes ron aghast pipes using plumbing harry
5039,harry potter,remember aragog said about girl fifty years ago she died bathroom never left ron moaning myrtle harry nods
5040,harry potter,just mcgonagall voice echoes throughout castle magically magnified continued chamber secrets rev continued professor mcgonagall all students return
5041,harry potter,house dormitories all teachers second floor corridor immediately second floor corridor dusk moments later mcgonagall stands desecrated wall
5042,harry potter,surrounded rest staff harry ron creep stairwell professor mcgonagall see heir slytherin left another message our worst fear
5043,harry potter,realized student taken monster into chamber teachers react afraid shall send students home afraid end hogwarts gilderoy lockhart
5044,harry potter,bursting cheerily sorry dozed missed snape just man girl snatched monster lockhart your moment come last gilderoy lockhart
5045,harry potter,moment snape weren saying last night known along entrance chamber secrets gilderoy lockhart recall professor mcgonagall settles leave
5046,harry potter,deal monster gilderoy your skills legend continued chamber secrets rev continued gilderoy lockhart well office getting getting ready
5047,harry potter,professor mcgonagall rest inform students happened professor sprout who monster taken minerva professor mcgonagall ginny weasley ron knees
5048,harry potter,give way harry catches staff scatters revealing written wall her skeleton lie chamber forever corridor night moments later
5049,harry potter,harry upset ron walk desperate purpose ron she knew something harry she found something chamber secrets taken mean
5050,harry potter,pure blood there reason harry pulling away mon let see lockhart may brainless git going try get chamber
5051,harry potter,tell know ron harry think chance know harry glances studies ron tortured eyes harry find ron ginny going
5052,harry potter,fine continued chamber secrets rev continued ron nods smiles shakily looks away harry face changes looks troubled even
5053,harry potter,believe said omitted gilderoy lockhart office night harry ron dash inside harry professor got information harry ron stop
5054,harry potter,dead lockhart office stripped shelves two large trunks stand open harry are going somewhere gilderoy lockhart well urgent
5055,harry potter,call unavoidable got ron sister gilderoy lockhart well unfortunate one regrets ron defense against dark arts teacher gilderoy
5056,harry potter,lockhart must say took job nothing job description continued continued harry running away after stuff books gilderoy lockhart
5057,harry potter,books misleading harry wrote gilderoy lockhart dear boy use common sense books sold half well people think done
5058,harry potter,things one wants read ugly old armenian warlock even save village werewolves look dreadful front cover dress sense
5059,harry potter,harry fraud taking credit load wizards done gilderoy lockhart harry harry harry there work involved track people ask
5060,harry potter,exactly managed book signings publicity photos want fame prepared long hard slog ron anything gilderoy lockhart mention rather
5061,harry potter,gifted memory charms otherwise see wizards would gone blabbing never sold another book afraid lest lockhart lifts wand
